SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;AERO FERR NORTE SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001280;SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs (2021/25);CONT220250200009789;(OK) SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs FEBRERO;="01";ABIERTO;="09";OTROS;CT12;Servicios Centralizados;0,00;734,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001280;SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs (2021/25);CONT220250200013769;(OK) SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs MARZO 2;="01";ABIERTO;="09";OTROS;CT12;Servicios Centralizados;0,00;734,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001280;SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs (2021/25);CONT220250200020615;(OK) SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs ABRIL 2;="01";ABIERTO;="09";OTROS;CT12;Servicios Centralizados;0,00;734,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001280;SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs (2021/25);CONT220250200027276;(OK) SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs JUNIO 2;="01";ABIERTO;="09";OTROS;CT12;Servicios Centralizados;0,00;734,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001280;SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs (2021/25);CONT220250200029388;(OK) SERVICIO CENTRALIZADO DE TRANSPORTE - RUTA OCAs JULIO 2;="01";ABIERTO;="09";OTROS;CT12;Servicios Centralizados;0,00;734,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200003483;SERVICIO MENSAJERIA. Dirección;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;169,48;169,48;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200003526;SERVICIO DE MENSAJERÍA. Servicios Generales;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;28,31;28,31;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200008501;Servicio mensajería Tributos Indirectos ( Aero ferr);="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;9,68;9,68;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200011543;SERVICIO DE MENSAJERÍA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;19,36;19,36;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200012276;Servicio de mensajería Tributos Indirectos (Aero Ferr);="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;11,13;11,13;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200024687;Servicio de mensajería tributos indirectos (AERO FERR);="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;13,31;13,31;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200026298;Servicio de mensajería tributos indirectos (AERO FERR);="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;13,31;13,31;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001246;Derivado A.M Sº Mensajeería 2025-2028;CONT220250200029583;SERVICIO DE MENSAJERIA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;19,36;19,36;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200003471;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO.ENERO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;94,38;94,38;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200007942;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO.FEBRERO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;52,03;52,03;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200015651;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;357,86;357,86;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200015822;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;181,74;181,74;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200020397;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;187,43;187,43;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200025127;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO.JUNIO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;75,75;75,75;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200025135;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO.JUNIO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;30,25;30,25;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001247;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;CONT220250200025784;SERVICIO MENSAJERIA 2025-2028 ACUERDO MARCO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;11,23;11,23;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200003998;DOK - AERO FERR NORTE SA - Enero 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;688,73;688,73;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200008977;DOK - AERO FERR NORTE SA - Febrero 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;104,36;104,36;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200011919;DOK - AERO FERR NORTE SA - Marzo 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;205,64;205,64;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200012161;DOK - AERO FERR NORTE SA - Marzo 2025 (servicio puente);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;10,41;10,41;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200016032;DOK - AERO FERR NORTE SA - Abril 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1438,29;1438,29;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200021174;DOK - AERO FERR NORTE SA - Mayo 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;335,87;335,87;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001250;SERVICIOS DE MENSAJERIA;CONT220250200025593;DOK - AERO FERR NORTE SA - Junio 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;335,23;335,23;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200003519;CTO SERVICIO DE MENSAJERIA DPTO. - ENERO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;76,23;76,23;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200004591;CTO SERVICIO DE MENSAJERIA DPTO.;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;120,70;120,70;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200008218;CTO SERVICIO DE MENSAJERIA DPTO. - FEBRERO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;154,88;154,88;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200011545; CTO SERVICIO DE MENSAJERIA DPTO.;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;136,61;136,61;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200011601;CONTRATO SERVICIO DE MENSAJERIA DEPARTAMENTO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;19,36;19,36;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200012751;SERVICIO DE MENSAJERIA DPTO. - MARZO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;154,88;154,88;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200013294;SERVICIO DE MENSAJERIA DPTO.;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;9,68;9,68;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200013556;SERVICIO DE MENSAJERIA DPTO. - MARZO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;91,96;91,96;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200015995; SERVICIO DE MENSAJERIA DPTO. - SERVICIOS PUENTE ABRIL 2025-;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;9,68;9,68;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200016184;SERVICIO DE MENSAJERIA DPTO.- DEPORTES ABRIL;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;58,08;58,08;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200020905;SERVICIO DE MENSAJERIA DPTO.- MAYO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;379,06;379,06;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200025356;SERVICIO DE MENSAJERIA DPTO. - JUNIO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;536,10;536,10;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200026022;SERVICIO DE MENSAJERIA - JUNIO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;38,72;38,72;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200029121;SERVICIO DE MENSAJERIA - JUNIO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;241,27;241,27;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200029177;SERVICIO DE MENSAJERIA DPTO. - JULIO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;244,66;244,66;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001255;CONTRATO SERVICIO DE MENSAJERIA DPTO. 2025-2026-2027-2028;CONT220250200031893;CTO SERVICIO DE MENSAJERIA - AGOSTO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;60,80;60,80;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200006859;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028 - enero 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;116,89;116,89;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200007040;CONTRATO SERVICIO DE MENSAJERÍA DFB P.M. ENERO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;359,85;359,85;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200008492;CONTRATO SERVICIO DE MENSAJERÍA-febrero 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;222,52;222,52;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200008550;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028 (febrero 2025);="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;612,05;612,05;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200010398;Barrado de la Obligación por Reintegro;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;-25,29;-25,29;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200011589;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028-MARZO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;472,57;472,57;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200015876;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028-abril 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;619,28;619,28;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200020418;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028 - MAYO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;337,89;337,89;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200020831;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028-MAYO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;239,34;239,34;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200025853;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028-JUNIO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;756,43;756,43;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200029501; 'A ' CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028-JULIO 20;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;426,34;426,34;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200029957;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028- julio 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;1599,36;1599,36;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200031958; CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028 - agosto 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;58,08;58,08;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001256;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028;CONT220250200032272;CONTRATO SERVICIO DE MENSAJERÍA DFB 2025-2028- agosto 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;92,69;92,69;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001258;SGCC (25/28) C.CENTRALIZADO MENSAJERIA;CONT220250200004033;SGCC-2025/02/17-CC MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;2560,63;2560,63;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001258;SGCC (25/28) C.CENTRALIZADO MENSAJERIA;CONT220250200004038;SGCC-2025/02/17-CC MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;80,71;80,71;
